Compound,Element,Anion,MW (g/mol),Temp (°C),Mass %,Molarity (M),log S,g/100mL H2O,Source,Substance Name,SMILES,Data Quality,SD,Measurements
N-(4-methoxyphenyl)-3-oxobutanamide,N,,207.229,25,0.259325753,0.012546507,-1.901477183,0.26,"Sci Data 6, 143 (2019) - G1",N-(4-methoxyphenyl)-3-oxobutanamide,COc1ccc(NC(=O)CC(C)=O)cc1,G1,0,1
"N-(5-chloro-2,4-dimethoxyphenyl)-3-hydroxy-2-napht",N,,357.793,25,0.00015,4.19237E-06,-5.377540581,0.00015,"Sci Data 6, 143 (2019) - G1","N-(5-chloro-2,4-dimethoxyphenyl)-3-hydroxy-2-naphthamide",COc1cc(OC)c(NC(=O)c2cc3ccccc3cc2O)cc1Cl,G1,0,1
"N-(5-chloro-2,4-dimethoxyphenyl)-4-[(E)-2-[5-(diet",N,,627.119,25,7.8E-07,1.24378E-08,-7.905255356,7.8E-07,"Sci Data 6, 143 (2019) - G1","N-(5-chloro-2,4-dimethoxyphenyl)-4-[(E)-2-[5-(diethylsulfamoyl)-2-methoxyphenyl]diazen-1-yl]-3-hydroxynaphthalene-2-carboxamide",CCN(CC)[S](=O)(=O)c1ccc(OC)c(N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(Cl)c(OC)cc4OC)c1,G1,0,1
N-(5-chloro-2-methoxyphenyl)-3-hydroxy-4-[(E)-2-[2,N,,581.028,25,3.8E-07,6.54013E-09,-8.184413465,3.8E-07,"Sci Data 6, 143 (2019) - G1",N-(5-chloro-2-methoxyphenyl)-3-hydroxy-4-[(E)-2-[2-methoxy-5-(phenylcarbamoyl)phenyl]diazen-1-yl]naphthalene-2-carboxamide,COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(Cl)ccc4OC)C(=O)Nc5ccccc5,G1,0,1
N-(5-chloro-2-methylphenyl)-3-hydroxy-4-[(E)-2-[2-,N,,565.029,25,1E-06,1.76982E-08,-7.752070739,1E-06,"Sci Data 6, 143 (2019) - G1",N-(5-chloro-2-methylphenyl)-3-hydroxy-4-[(E)-2-[2-methoxy-5-(phenylcarbamoyl)phenyl]diazen-1-yl]naphthalene-2-carboxamide,COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(Cl)ccc4C)C(=O)Nc5ccccc5,G1,0,1
N-(5-chloro-2-methylphenyl)-3-hydroxynaphthalene-2,N,,311.768,25,0.00018,5.77352E-06,-5.238559032,0.00018,"Sci Data 6, 143 (2019) - G1",N-(5-chloro-2-methylphenyl)-3-hydroxynaphthalene-2-carboxamide,Cc1ccc(Cl)cc1NC(=O)c2cc3ccccc3cc2O,G1,0,1
N-(5-chloro-2-nitrophenyl)acetamide,N,,214.608,25,2.148877794,0.102329299,-0.99,2.196068625,"Sci Data 6, 143 (2019) - G1",N-(5-chloro-2-nitrophenyl)acetamide,CC(=O)NC1=C(C=CC(=C1)Cl)[N+](=O)[O-],G1,0,1
"N-(6-amino-1,3-dimethyl-2,4-dioxo-1,2,3,4-tetrahyd",N,,198.182,25,1.28331688,0.06559627,-1.183120855,1.3,"Sci Data 6, 143 (2019) - G1","N-(6-amino-1,3-dimethyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-5-yl)formamide",CN1C(=C(NC=O)C(=O)N(C)C1=O)N,G1,0,1
N-(6-methoxypyridin-3-yl)cyclopropanecarboxamide,N,,192.218,25,0.139055996,0.00724436,-2.14,0.139249631,"Sci Data 6, 143 (2019) - G1",N-(6-methoxypyridin-3-yl)cyclopropanecarboxamide,COC1=NC=C(NC(=O)C2CC2)C=C1,G1,0,1
N-(N-Methylcarbamimidoyl)-2-naphthalenesulfonamide,N,,263.322,25,0.020912036,0.000794328,-3.1,0.02091641,"Sci Data 6, 143 (2019) - G1",N-(N-Methylcarbamimidoyl)-2-naphthalenesulfonamide,CNC(=N)NS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1,G1,0,1
N-(butoxymethyl)prop-2-enamide,N,,157.213,25,3.372306503,0.22199182,-0.653663028,3.49,"Sci Data 6, 143 (2019) - G1",N-(butoxymethyl)prop-2-enamide,CCCCOCNC(=O)C=C,G1,0,1
"N-(carboxymethyl)-3-(dodecanoylamino)-N,N-dimethyl",N,,342.524,25,0.024993752,0.000729876,-3.136750998,0.025,"Sci Data 6, 143 (2019) - G1","N-(carboxymethyl)-3-(dodecanoylamino)-N,N-dimethylpropan-1-aminium hydroxide",CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC([O-])=O,G1,0,1
N-(diethylsulfamoyl)-N-ethylethanamine,N,,208.327,25,1.48675762,0.072443596,-1.14,1.509195703,"Sci Data 6, 143 (2019) - G1",N-(diethylsulfamoyl)-N-ethylethanamine,CCN(CC)S(=O)(=O)N(CC)CC,G1,0,1
"N-(dimethylamino)-1,3-dihydrobenzo[de]isoquinoline",N,,254.337,25,2.118890089,0.085113804,-1.07,2.164758952,"Sci Data 6, 143 (2019) - G1","N-(dimethylamino)-1,3-dihydrobenzo[de]isoquinoline-2-carboximidamide",CN(C)NC(=N)N1CC2=CC=CC3=CC=CC(=C32)C1,G1,0,1
N-(furan-2-ylmethyl)-7H-purin-6-amine,N,,215.216,25,0.002414705,0.000112202,-3.95,0.002414763,"Sci Data 6, 143 (2019) - G1",N-(furan-2-ylmethyl)-7H-purin-6-amine,C1=COC(CNC2=NC=NC3=C2N=CN3)=C1,G1,0,1
N-(methoxymethyl)-2-methylprop-2-enamide,N,,129.159,25,44.44444444,6.193916026,0.791965313,80,"Sci Data 6, 143 (2019) - G1",N-(methoxymethyl)-2-methylprop-2-enamide,COCNC(=O)C(C)=C,G1,0,1
N-(prop-2-enamidomethyl)prop-2-enamide,N,,154.169,25,3.297553428,0.221185842,-0.655242676,3.41,"Sci Data 6, 143 (2019) - G1",N-(prop-2-enamidomethyl)prop-2-enamide,C=CC(=O)NCNC(=O)C=C,G1,0,1
N-Acetyl-O-benzoylserine,N,,251.238,25,0.015136295,0.00060256,-3.22,0.015138587,"Sci Data 6, 143 (2019) - G1",N-Acetyl-O-benzoylserine,CC(=O)NC(COC(=O)C1=CC=CC=C1)C(=O)O,G1,0,1
N-Cyclohexyl-N-hydroxycyclobutanecarboxamide,N,,197.278,25,0.039346648,0.001995262,-2.7,0.039362136,"Sci Data 6, 143 (2019) - G1",N-Cyclohexyl-N-hydroxycyclobutanecarboxamide,O=C(C1CCC1)N(O)C1CCCCC1,G1,0,1
N-Cyclohexyl-N-hydroxycyclopentanecarboxamide,N,,211.305,25,0.014616598,0.000691831,-3.16,0.014618734,"Sci Data 6, 143 (2019) - G1",N-Cyclohexyl-N-hydroxycyclopentanecarboxamide,O=C(C1CCCC1)N(O)C1CCCCC1,G1,0,1
N-Cyclohexyl-N-hydroxycyclopropanecarboxamide,N,,183.251,25,0.16684805,0.009120108,-2.04,0.167126898,"Sci Data 6, 143 (2019) - G1",N-Cyclohexyl-N-hydroxycyclopropanecarboxamide,O=C(C1CC1)N(O)C1CCCCC1,G1,0,1
N-Dichloracetyl-DL-serin-methylester,N,,230.047,25,16.69183691,0.87096359,-0.06,20.0362561,"Sci Data 6, 143 (2019) - G1",N-Dichloracetyl-DL-serin-methylester,COC(=O)C(CO)NC(=O)C(Cl)Cl,G1,0,1
N-Hydroxy-2-phenyl-2-propylpentanamide,N,,235.327,25,0.030306802,0.00128825,-2.89,0.03031599,"Sci Data 6, 143 (2019) - G1",N-Hydroxy-2-phenyl-2-propylpentanamide,CCCC(CCC)(C(=O)NO)C1=CC=CC=C1,G1,0,1
"N-Hydroxy-3,5-dimethoxy-n-(2-methylphenyl)benzamid",N,,287.315,25,0.006431768,0.000223872,-3.65,0.006432182,"Sci Data 6, 143 (2019) - G1","N-Hydroxy-3,5-dimethoxy-n-(2-methylphenyl)benzamide",COC1=CC(OC)=CC(C(=O)N(O)C2=C(C)C=CC=C2)=C1,G1,0,1
"N-Hydroxy-3,5-dimethoxy-n-(3-methylphenyl)benzamid",N,,287.315,25,0.00705225,0.000245471,-3.61,0.007052747,"Sci Data 6, 143 (2019) - G1","N-Hydroxy-3,5-dimethoxy-n-(3-methylphenyl)benzamide",COC1=CC(OC)=CC(C(=O)N(O)C2=CC(C)=CC=C2)=C1,G1,0,1
"N-Hydroxy-3,5-dimethoxy-n-phenylbenzamide",N,,273.288,25,0.021703326,0.000794328,-3.1,0.021708037,"Sci Data 6, 143 (2019) - G1","N-Hydroxy-3,5-dimethoxy-n-phenylbenzamide",COC1=CC(OC)=CC(C(=O)N(O)C2=CC=CC=C2)=C1,G1,0,1
"N-Hydroxy-3-mesityl-2,2-dimethylpropanamide",N,,235.327,25,0.007106257,0.000301995,-3.52,0.007106762,"Sci Data 6, 143 (2019) - G1","N-Hydroxy-3-mesityl-2,2-dimethylpropanamide",CC1=CC(C)=C(CC(C)(C)C(=O)NO)C(C)=C1,G1,0,1
N-Hydroxy-4-nitrobenzamide,N,,182.135,25,0.208682565,0.011481536,-1.94,0.20911896,"Sci Data 6, 143 (2019) - G1",N-Hydroxy-4-nitrobenzamide,C1=CC(=CC=C1C(=O)NO)[N+](=O)[O-],G1,0,1
N-Hydroxy-N-methylcycloheptanecarboxamide,N,,171.24,25,0.603913177,0.035481339,-1.45,0.607582448,"Sci Data 6, 143 (2019) - G1",N-Hydroxy-N-methylcycloheptanecarboxamide,CN(O)C(=O)C1CCCCCC1,G1,0,1
N-Hydroxy-N-phenylbenzamide,N,,213.236,25,0.039690642,0.001862087,-2.73,0.039706401,"Sci Data 6, 143 (2019) - G1",N-Hydroxy-N-phenylbenzamide,O=C(C1=CC=CC=C1)N(O)C1=CC=CC=C1,G1,0,1
N-Hydroxy-n-(2-methylphenyl)-3-phenylpropanamide,N,,255.317,25,0.04139043,0.00162181,-2.79,0.041407569,"Sci Data 6, 143 (2019) - G1",N-Hydroxy-n-(2-methylphenyl)-3-phenylpropanamide,CC1=C(N(O)C(=O)CCC2=CC=CC=C2)C=CC=C1,G1,0,1
N-Hydroxy-n-(3-methylphenyl)-3-phenylpropanamide,N,,255.317,25,0.009931997,0.000389045,-3.41,0.009932984,"Sci Data 6, 143 (2019) - G1",N-Hydroxy-n-(3-methylphenyl)-3-phenylpropanamide,CC1=CC=CC(N(O)C(=O)CCC2=CC=CC=C2)=C1,G1,0,1
N-Methoxy-4-nitrobenzamide,N,,196.162,25,0.102841409,0.005248075,-2.28,0.102947281,"Sci Data 6, 143 (2019) - G1",N-Methoxy-4-nitrobenzamide,CONC(=O)C1=CC=C(C=C1)[N+](=O)[O-],G1,0,1
N-Methylsulfonylcyclohexanesulfonamide,N,,241.334,25,10.14308396,0.467735141,-0.33,11.28803926,"Sci Data 6, 143 (2019) - G1",N-Methylsulfonylcyclohexanesulfonamide,CS(=O)(=O)NS(=O)(=O)C1CCCCC1,G1,0,1
"N-[(1,1,3,3-tetramethylbutyl)phenyl]naphthalen-1-a",N,,331.503,25,1.7E-07,5.12816E-09,-8.290038542,1.7E-07,"Sci Data 6, 143 (2019) - G1","N-[(1,1,3,3-tetramethylbutyl)phenyl]naphthalen-1-amine",CC(C)(C)CC(C)(C)N(c1ccccc1)c2cccc3ccccc23,G1,0,1
"N-[(4-methoxyphenyl)methyl]-N',N'-dimethyl-N-pyrim",N,,286.379,25,0.029296377,0.001023293,-2.99,0.029304962,"Sci Data 6, 143 (2019) - G1","N-[(4-methoxyphenyl)methyl]-N',N'-dimethyl-N-pyrimidin-2-ylethane-1,2-diamine",COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1,G1,0,1
"N-[(8E)-1,5-dimethylbicyclo[3.2.1]octan-8-ylidene]",N,,167.252,25,0.014098012,0.000843039,-3.074152207,0.0141,"Sci Data 6, 143 (2019) - G1","N-[(8E)-1,5-dimethylbicyclo[3.2.1]octan-8-ylidene]hydroxylamine",CC12CCCC(C)(CC1)C2=NO,G1,0,1
"N-[2-(2-heptadecyl-4,5-dihydro-1H-imidazol-1-yl)et",N,,1374.303,25,1E-05,7.27642E-08,-7.138082495,1E-05,"Sci Data 6, 143 (2019) - G1","N-[2-(2-heptadecyl-4,5-dihydro-1H-imidazol-1-yl)ethyl]octadecanamide; N-{2-[(2-octadecanamidoethyl)amino]ethyl}octadecanamide; bis(acetic acid)",CCCCCCCCCCCCCCCCCC(=O)NCCNCCNC(=O)CCCCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCCCC(=O)NCCN1CCN=C1CCCCCCCCCCCCCCCCC.CC(O)=O.CC(O)=O,G1,0,1
N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,N,,232.283,25,0.000188806,8.12831E-06,-5.09,0.000188807,"Sci Data 6, 143 (2019) - G1",N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,COC1=CC2=C(C=C1)NC=C2CCNC(C)=O,G1,0,1
"N-[2-[(2-Bromo-4,6-dinitrophenyl)azo]-5-[(2-cyanoe",N,Br,546.338,25,6.87799E-08,1.25893E-09,-8.9,6.87799E-08,"Sci Data 6, 143 (2019) - G1","N-[2-[(2-Bromo-4,6-dinitrophenyl)azo]-5-[(2-cyanoethyl)-2-propenylamino]-4-methoxyphenyl]acetamide",COC1=C(C=C(NC(C)=O)C(=C1)N=NC2=C(Br)C=C(C=C2[N+]([O-])=O)[N+]([O-])=O)N(CCC#N)CC=C,G1,0,1
"N-[3-(8-methylnonoxy)propyl]propane-1,3-diamine",N,,272.477,25,0.01699711,0.000623906,-3.204880928,0.017,"Sci Data 6, 143 (2019) - G1","N-[3-(8-methylnonoxy)propyl]propane-1,3-diamine",CC(C)CCCCCCCOCCCNCCCN,G1,0,1
N-[3-(diethylamino)phenyl]acetamide,N,,206.289,25,0.069951034,0.003393298,-2.469378031,0.07,"Sci Data 6, 143 (2019) - G1",N-[3-(diethylamino)phenyl]acetamide,CCN(CC)c1cccc(NC(C)=O)c1,G1,0,1
N-[3-(dimethylamino)propyl]formamide,N,,130.191,25,50,7.681022498,0.885419037,100,"Sci Data 6, 143 (2019) - G1",N-[3-(dimethylamino)propyl]formamide,CN(C)CCCNC=O,G1,0,1
N-[3-(morpholin-4-yl)propyl]naphthalen-1-amine,N,,270.376,25,0.053571286,0.001982424,-2.702803349,0.0536,"Sci Data 6, 143 (2019) - G1",N-[3-(morpholin-4-yl)propyl]naphthalen-1-amine,C(CNc1cccc2ccccc12)CN3CCOCC3,G1,0,1
"N-[4-(4-aminophenyl)sulfonylphenyl]ethane-1,2-diam",N,,291.376,25,0.129983701,0.004466836,-2.35,0.130152878,"Sci Data 6, 143 (2019) - G1","N-[4-(4-aminophenyl)sulfonylphenyl]ethane-1,2-diamine",NCCNC1=CC=C(S(=O)(=O)C2=CC=C(N)C=C2)C=C1,G1,0,1
N-[4-(acridin-9-ylamino)-3-methylaminophenyl]metha,N,,392.484,25,0.045042895,0.001148154,-2.94,0.045063193,"Sci Data 6, 143 (2019) - G1",N-[4-(acridin-9-ylamino)-3-methylaminophenyl]methanesulfonamide,CNC1=C(NC2=C3C=CC=CC3=NC3=C2C=CC=C3)C=CC(NS(C)(=O)=O)=C1,G1,0,1
"N-[4-[(4-methyl-1,3-thiazol-2-yl)sulfamoyl]phenyl]",N,,311.388,25,0.00220441,7.07946E-05,-4.15,0.002204458,"Sci Data 6, 143 (2019) - G1","N-[4-[(4-methyl-1,3-thiazol-2-yl)sulfamoyl]phenyl]acetamide",CC(=O)NC1=CC=C(S(=O)(=O)NC2=NC(C)=CS2)C=C1,G1,0,1
N-benzyl-2-acetamido-3-methoxypropanamide,N,,250.298,25,0.009999,0.000399524,-3.398457379,0.01,"Sci Data 6, 143 (2019) - G1",N-benzyl-2-acetamido-3-methoxypropanamide,COCC(NC(C)=O)C(=O)NCc1ccccc1,G1,0,1
"N-benzyl-5-oxahexacyclo[5.4.1.0^{2,6}.0^{3,10}.0^{",N,,265.356,25,0.010562897,0.000398107,-3.4,0.010564013,"Sci Data 6, 143 (2019) - G1","N-benzyl-5-oxahexacyclo[5.4.1.0^{2,6}.0^{3,10}.0^{4,8}.0^{9,12}]dodecan-4-amine",C1=CC=C(CNC23OC4C5C6CC(C7C6C4C72)C53)C=C1,G1,0,1
"N-butyl-2,2,6,6-tetramethylpiperidin-4-amine",N,,212.381,25,44.36717664,3.755044001,0.57461503,79.75,"Sci Data 6, 143 (2019) - G1","N-butyl-2,2,6,6-tetramethylpiperidin-4-amine",CCCCNC1CC(C)(C)NC(C)(C)C1,G1,0,1
N-butylsulfonylbutane-1-sulfonamide,N,,257.377,25,4.281213805,0.173780083,-0.76,4.472699639,"Sci Data 6, 143 (2019) - G1",N-butylsulfonylbutane-1-sulfonamide,CCCCS(=O)(=O)NS(=O)(=O)CCCC,G1,0,1
N-chloro-4-methylbenzenesulfonamide,N,,205.666,25,8.238062394,0.436515832,-0.36,8.977646515,"Sci Data 6, 143 (2019) - G1",N-chloro-4-methylbenzenesulfonamide,CC1=CC=C(S(=O)(=O)NCl)C=C1,G1,0,1
"N-cyclohexyl-3-[(4-{[3-(cyclohexylsulfamoyl)-2,4,6",N,,797.056,25,0.001209985,1.51809E-05,-4.818703465,0.00121,"Sci Data 6, 143 (2019) - G1","N-cyclohexyl-3-[(4-{[3-(cyclohexylsulfamoyl)-2,4,6-trimethylphenyl]amino}-9,10-dioxo-9,10-dihydroanthracen-1-yl)amino]-2,4,6-trimethylbenzene-1-sulfonamide",Cc1cc(C)c(c(C)c1Nc2ccc(Nc3c(C)cc(C)c(c3C)[S](=O)(=O)NC4CCCCC4)c5C(=O)c6ccccc6C(=O)c25)[S](=O)(=O)NC7CCCCC7,G1,0,1
N-diethylsulfinamoyl-N-ethylethanamine,N,,192.328,25,0.999265588,0.052480746,-1.28,1.009351692,"Sci Data 6, 143 (2019) - G1",N-diethylsulfinamoyl-N-ethylethanamine,CCN(CC)S(=O)N(CC)CC,G1,0,1
N-dodecanoyl-N-methylglycine,N,,271.401,25,0.049975012,0.001842292,-2.734641439,0.05,"Sci Data 6, 143 (2019) - G1",N-dodecanoyl-N-methylglycine,CCCCCCCCCCCC(=O)N(C)CC(O)=O,G1,0,1
N-ethyl-4'-{[4-(ethylamino)-2-methylphenyl][4-(eth,N,,473.661,25,4.29706192,0.094793534,-1.023221287,4.49,"Sci Data 6, 143 (2019) - G1","N-ethyl-4'-{[4-(ethylamino)-2-methylphenyl][4-(ethylimino)-3-methylcyclohexa-2,5-dien-1-ylidene]methyl}-3-methylbiphenyl-2-amine acetate",CCNc1ccc(cc1C)C(c2ccc(NCC)c(C)c2)=C3C=CC(=NCC)C(=C3)C.CC(O)=O,G1,0,1
N-ethyl-N-{2-[1-(2-methylpropoxy)ethoxy]ethyl}-4-[,N,,369.509,25,3E-06,8.11888E-08,-7.090503766,3E-06,"Sci Data 6, 143 (2019) - G1",N-ethyl-N-{2-[1-(2-methylpropoxy)ethoxy]ethyl}-4-[(E)-2-phenyldiazen-1-yl]aniline,CCN(CCOC(C)OCC(C)C)c1ccc(cc1)N=Nc2ccccc2,G1,0,1
N-ethylethanamine,N,,73.139,25,50,13.67259602,1.135850982,100,"Sci Data 6, 143 (2019) - G1",N-ethylethanamine,CCNCC,G1,0,1
N-heptylpyridine-3-carboxamide,N,,220.316,25,0.013899068,0.000630957,-3.2,0.013901,"Sci Data 6, 143 (2019) - G1",N-heptylpyridine-3-carboxamide,CCCCCCCNC(=O)C1=CN=CC=C1,G1,0,1
N-hexylsulfonylhexane-1-sulfonamide,N,,313.485,25,0.197405204,0.006309573,-2.2,0.197795663,"Sci Data 6, 143 (2019) - G1",N-hexylsulfonylhexane-1-sulfonamide,CCCCCCS(=O)(=O)NS(=O)(=O)CCCCCC,G1,0,1
"N-hydroxy-1,3,3~{a},4,5,6-hexahydrobenzo[de]isoqui",N,,231.299,25,1.022609341,0.044668359,-1.35,1.033174682,"Sci Data 6, 143 (2019) - G1","N-hydroxy-1,3,3~{a},4,5,6-hexahydrobenzo[de]isoquinoline-2-carboximidamide",NC(=NO)N1CC2=CC=CC3=C2C(CCC3)C1,G1,0,1
"N-hydroxy-2,2-dimethyldodecanamide",N,,243.391,25,0.000385747,1.58489E-05,-4.8,0.000385749,"Sci Data 6, 143 (2019) - G1","N-hydroxy-2,2-dimethyldodecanamide",CCCCCCCCCCC(C)(C)C(=O)NO,G1,0,1
"N-hydroxy-2,2-dipropyloctanamide",N,,243.391,25,0.036825153,0.001513561,-2.82,0.036838719,"Sci Data 6, 143 (2019) - G1","N-hydroxy-2,2-dipropyloctanamide",CCCCCCC(CCC)(CCC)C(=O)NO,G1,0,1
N-hydroxy-2-(pyridin-2-ylmethylideneamino)benzamid,N,,241.25,25,0.014873142,0.000616595,-3.21,0.014875354,"Sci Data 6, 143 (2019) - G1",N-hydroxy-2-(pyridin-2-ylmethylideneamino)benzamide,O=C(NO)C1=C(N=CC2=CC=CC=N2)C=CC=C1,G1,0,1
"N-hydroxy-4-methyl-2,2-bis(2-methylpropyl)pentanam",N,,243.391,25,0.002433851,0.0001,-4,0.00243391,"Sci Data 6, 143 (2019) - G1","N-hydroxy-4-methyl-2,2-bis(2-methylpropyl)pentanamide",CC(C)CC(CC(C)C)(CC(C)C)C(=O)NO,G1,0,1
"N-hydroxy-5-methoxy-1,3-dihydrobenzo[de]isoquinoli",N,,257.293,25,1.561680409,0.0616595,-1.21,1.586455778,"Sci Data 6, 143 (2019) - G1","N-hydroxy-5-methoxy-1,3-dihydrobenzo[de]isoquinoline-2-carboximidamide",COC1=CC2=C3C(=C1)C=CC=C3CN(C(N)=NO)C2,G1,0,1
"N-hydroxy-7-methoxy-1,3,3~{a},4,5,6-hexahydrobenzo",N,,261.325,25,0.431818787,0.016595869,-1.78,0.433691549,"Sci Data 6, 143 (2019) - G1","N-hydroxy-7-methoxy-1,3,3~{a},4,5,6-hexahydrobenzo[de]isoquinoline-2-carboximidamide",COC1=C2CCCC3CN(C(N)=NO)CC(=C23)C=C1,G1,0,1
"N-hydroxy-7-methyl-1,3,3~{a},4,5,6-hexahydrobenzo[",N,,245.326,25,1.52430762,0.063095734,-1.2,1.547902415,"Sci Data 6, 143 (2019) - G1","N-hydroxy-7-methyl-1,3,3~{a},4,5,6-hexahydrobenzo[de]isoquinoline-2-carboximidamide",CC1=CC=C2CN(C(N)=NO)CC3CCCC1=C23,G1,0,1
N-hydroxy-N-methyl-4-nitrobenzamide,N,,196.162,25,0.026454525,0.001348963,-2.87,0.026461526,"Sci Data 6, 143 (2019) - G1",N-hydroxy-N-methyl-4-nitrobenzamide,CN(C(=O)C1=CC=C(C=C1)[N+](=O)[O-])O,G1,0,1
N-isopropyl-2-methylacrylamide,N,,127.187,25,2.959728287,0.239804382,-0.620142884,3.05,"Sci Data 6, 143 (2019) - G1",N-isopropyl-2-methylacrylamide,CC(C)NC(=O)C(C)=C,G1,0,1
N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]pr,N,,309.331,25,0.788831078,0.025703958,-1.59,0.795103098,"Sci Data 6, 143 (2019) - G1",N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine,CNCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,G1,0,1
N-methyl-N-phenylformamide,N,,135.166,25,0.430736633,0.03200509,-1.494780947,0.4326,"Sci Data 6, 143 (2019) - G1",N-methyl-N-phenylformamide,CN(C=O)c1ccccc1,G1,0,1
N-methylacetamide,N,,73.095,25,50,13.68082632,1.13611233,100,"Sci Data 6, 143 (2019) - G1",N-methylacetamide,CNC(C)=O,G1,0,1
N-methylcyclohexanamine,N,,113.204,25,5.123339658,0.477014946,-0.321468013,5.399999999,"Sci Data 6, 143 (2019) - G1",N-methylcyclohexanamine,CNC1CCCCC1,G1,0,1
N-methylformamide,N,,59.068,25,50,16.92964041,1.228647734,100,"Sci Data 6, 143 (2019) - G1",N-methylformamide,CNC=O,G1,0,1
"N-methylmethanaminium (2,4-dichlorophenoxy)acetate",N,,266.124,25,42.85714286,2.818235109,0.449977221,75.00000001,"Sci Data 6, 143 (2019) - G1","N-methylmethanaminium (2,4-dichlorophenoxy)acetate",CNC.OC(=O)COc1ccc(Cl)cc1Cl,G1,0,1
N-methylmethanaminium chloride,N,,81.546,25,75,36.78905158,1.565718592,300,"Sci Data 6, 143 (2019) - G1",N-methylmethanaminium chloride,[H+].[Cl-].CNC,G1,0,1
N-methylpiperidine,N,,99.177,25,14.41482886,1.698243652,0.23,16.84267107,"Sci Data 6, 143 (2019) - G1",N-methylpiperidine,N(CCCC1)(C1)C,G1,0,1
N-naphthalen-2-yl-2-sulfanylacetamide,N,,217.293,25,0.00993122,0.000457088,-3.34,0.009932206,"Sci Data 6, 143 (2019) - G1",N-naphthalen-2-yl-2-sulfanylacetamide,O=C(CS)NC1=CC=C2C=CC=CC2=C1,G1,0,1
"N-octyl-1-{10-[4-(octylimino)-1,4-dihydropyridin-1",N,,623.842,25,1.40011832,0.022762174,-1.642786266,1.42,"Sci Data 6, 143 (2019) - G1","N-octyl-1-{10-[4-(octylimino)-1,4-dihydropyridin-1-yl]decyl}-1,4-dihydropyridin-4-imine dihydrochloride",[H+].[H+].[Cl-].[Cl-].CCCCCCCCN=C1C=CN(CCCCCCCCCCN2C=CC(C=C2)=NCCCCCCCC)C=C1,G1,0,1
N-pentanoylpentanehydrazide,N,,200.282,25,0.138369564,0.00691831,-2.16,0.138561291,"Sci Data 6, 143 (2019) - G1",N-pentanoylpentanehydrazide,CCCCC(=O)NNC(=O)CCCC,G1,0,1
N-phenyl-N-(piperidin-4-yl)propanamide,N,,233.335,25,3.297553428,0.146141813,-0.835225508,3.41,"Sci Data 6, 143 (2019) - G1",N-phenyl-N-(piperidin-4-yl)propanamide,CCC(=O)N(C1CC[NH2+]CC1)c2ccccc2,G1,0,1
N-phenylaniline; formaldehyde; propan-2-one,N,,257.333,25,2.76E-05,1.07254E-06,-5.969586401,2.76E-05,"Sci Data 6, 143 (2019) - G1",N-phenylaniline; formaldehyde; propan-2-one,CC(C)=O.C=O.N(c1ccccc1)c2ccccc2,G1,0,1
N-phenylnaphthalen-2-amine,N,,219.287,25,7E-05,3.19216E-06,-5.495914846,7E-05,"Sci Data 6, 143 (2019) - G1",N-phenylnaphthalen-2-amine,N(c1ccccc1)c2ccc3ccccc3c2,G1,0,1
N-{(E)-[5-(Hydroxymethyl)-2-methyl-3-oxo-4(3H)-pyr,N,,266.297,25,0.664463175,0.025118864,-1.6,0.668907821,"Sci Data 6, 143 (2019) - G1",N-{(E)-[5-(Hydroxymethyl)-2-methyl-3-oxo-4(3H)-pyridinylidene]methyl}-L-valine,CC1=NC=C(CO)C(C=NC(C(=O)O)C(C)C)=C1O,G1,0,1
"N-{2-[(2-cyano-4,6-dinitrophenyl)diazenyl]-5-(diet",N,,425.405,25,2E-05,4.7014E-07,-6.327772594,2E-05,"Sci Data 6, 143 (2019) - G1","N-{2-[(2-cyano-4,6-dinitrophenyl)diazenyl]-5-(diethylamino)phenyl}acetamide",CCN(CC)c1ccc(N=Nc2c(cc(cc2[N+]([O-])=O)[N+]([O-])=O)C#N)c(NC(C)=O)c1,G1,0,1
"N-{2-[(E)-2-(2,6-dicyano-4-methylphenyl)diazen-1-y",N,,410.503,25,2.4E-06,5.84649E-08,-7.233105094,2.4E-06,"Sci Data 6, 143 (2019) - G1","N-{2-[(E)-2-(2,6-dicyano-4-methylphenyl)diazen-1-yl]-5-(diethylamino)phenyl}methanesulfonamide",CCN(CC)c1ccc(N=Nc2c(cc(C)cc2C#N)C#N)c(N[S](C)(=O)=O)c1,G1,0,1
